crn,sunday,monday,tuesday,wednesday,thursday,friday,saturdaym,start_time,end_time,start_date,end_date,location,meeting_type
45526,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Clinic,
45527,null,null,T,null,null,null,null,01:00 PM,04:00 PM,01/13/2025,05/06/2025,null,Lecture,
45527,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Clinic,
45528,null,null,T,null,null,null,null,01:00 PM,04:00 PM,01/13/2025,05/06/2025,null,Lecture,
45528,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Clinic,
45533,null,M,null,null,null,null,null,02:00 PM,05:00 PM,01/13/2025,05/06/2025,null,Lecture,
45533,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Clinic,
45534,null,M,null,null,null,null,null,02:00 PM,05:00 PM,01/13/2025,05/06/2025,null,Lecture,
45534,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Clinic,
48103,null,M,null,null,null,null,null,02:00 PM,05:00 PM,01/13/2025,05/06/2025,null,Lecture,
48103,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Clinic,
48104,null,M,null,null,null,null,null,02:00 PM,05:00 PM,01/13/2025,05/06/2025,null,Lecture,
48104,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Clinic,
43861,null,M,null,null,null,null,null,03:00 PM,05:00 PM,01/13/2025,05/06/2025,HPEB LL44,Lecture,
45644,null,null,T,null,null,null,null,09:00 AM,11:00 AM,01/13/2025,05/06/2025,null,Lecture,
32067,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
22167,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
22168,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
22170,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
22171,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Practicum,
56401,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Practicum,
22172,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
43862,null,null,T,null,null,null,null,01:00 PM,02:30 PM,01/13/2025,05/06/2025,CB1 3542,Seminar,
43866,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
51327,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
43873,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
47998,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
51328,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
52950,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
52951,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
48272,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
48277,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
48277,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Laboratory,
54998,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
48279,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
39001,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
35309,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
35309,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Laboratory,
52881,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Practicum,
49970,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
35281,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
47456,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
47454,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
47454,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Laboratory,
35284,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
49971,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
50140,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Clinic,
55184,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Practicum,
49973,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
47509,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
47511,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
50142,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
47512,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Practicum,
41937,null,M,null,W,null,F,null,11:30 AM,12:20 PM,01/13/2025,05/06/2025,KLCT 115,Lecture,
41936,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,KLCT 115,Lecture,
40814,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
40817,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
40821,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,HFSB 102,Lecture,
40906,null,null,T,null,null,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,HPCT 123,Lecture,
40908,null,null,null,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,HPCT 123,Lecture,
40910,null,null,T,null,null,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,HPCT 123,Lecture,
40912,null,null,null,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,HPCT 123,Lecture,
40915,null,M,null,null,null,null,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,BICH 107,Lecture,
40916,null,M,null,W,null,F,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,KLCT 127,Lecture,
40916,null,M,null,null,null,null,null,02:00 PM,05:00 PM,01/13/2025,05/06/2025,KLCT 031,Laboratory,
40917,null,M,null,W,null,F,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,KLCT 127,Lecture,
40917,null,null,null,W,null,null,null,02:00 PM,05:00 PM,01/13/2025,05/06/2025,KLCT 031,Laboratory,
40918,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
40920,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
40922,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
40923,null,null,null,null,R,null,null,02:30 PM,03:20 PM,01/13/2025,05/06/2025,HPCT 123,Recitation,
40923,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,KLCT 117,Lecture,
40924,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,KLCT 117,Lecture,
54431,null,null,T,null,R,null,null,03:55 PM,05:10 PM,01/13/2025,05/06/2025,MSTC 100,Lecture,
40925,null,M,null,W,null,F,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,KLCT 115,Lecture,
54177,null,M,null,W,null,F,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,PLPM 100,Lecture,
40933,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
40935,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,ONLINE,Lecture,
40939,null,M,null,null,null,null,null,02:45 PM,03:45 PM,01/13/2025,05/06/2025,KLCT 200,Recitation,
40939,null,M,null,W,null,null,null,04:10 PM,05:25 PM,01/13/2025,05/06/2025,KLCT 127,Lecture,
40940,null,M,null,W,null,null,null,04:10 PM,05:25 PM,01/13/2025,05/06/2025,KLCT 127,Lecture,
54172,null,M,null,W,null,F,null,03:00 PM,03:50 PM,01/13/2025,05/06/2025,HPCT 103,Lecture,
54172,null,null,T,null,null,null,null,04:30 PM,07:30 PM,01/13/2025,05/06/2025,null,Laboratory,
55853,null,M,null,W,null,F,null,03:00 PM,03:50 PM,01/13/2025,05/06/2025,HPCT 103,Lecture,
55853,null,null,null,W,null,null,null,04:10 PM,07:10 PM,01/13/2025,05/06/2025,null,Laboratory,
54167,null,M,null,null,null,null,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,PLPM 100,Lecture,
54176,null,M,null,W,null,F,null,01:50 PM,02:40 PM,01/13/2025,05/06/2025,AGLS 109,Lecture,
44765,null,null,T,null,R,null,null,03:55 PM,05:10 PM,01/13/2025,05/06/2025,KLCT 127,Lecture,
44765,null,null,null,null,null,F,null,09:20 AM,12:20 PM,01/13/2025,05/06/2025,WCBA 155,Laboratory,
40942,null,null,T,null,R,null,null,03:55 PM,05:10 PM,01/13/2025,05/06/2025,KLCT 127,Lecture,
40942,null,null,null,null,null,F,null,09:20 AM,12:20 PM,01/13/2025,05/06/2025,WCBA 155,Laboratory,
54171,null,null,null,W,null,null,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,HFSB 101,Lecture,
54170,null,null,T,null,R,null,null,08:00 AM,09:15 AM,01/13/2025,05/06/2025,AGLS 109,Lecture,
40947,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,KLCT 127,Lecture,
54853,null,M,null,W,null,F,null,11:30 AM,12:20 PM,01/13/2025,05/06/2025,HFSB 104,Lecture,
54853,null,null,T,null,null,null,null,11:10 AM,01:10 PM,01/13/2025,05/06/2025,null,Laboratory,
54853,null,null,null,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,null,Laboratory,
40949,null,null,null,null,null,F,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,KLCT 200,Recitation,
40949,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,KLCT 117,Lecture,
40950,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,KLCT 117,Lecture,
40952,null,M,null,null,null,null,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,HPCT 123,Seminar,
40954,null,null,null,W,null,null,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,HPCT 123,Seminar,
40957,null,null,T,null,null,null,null,08:00 AM,09:15 AM,01/13/2025,05/06/2025,HPCT 123,Seminar,
40960,null,null,null,W,null,null,null,04:10 PM,05:25 PM,01/13/2025,05/06/2025,PLPM 100,Seminar,
40964,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
54166,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
40966,null,null,null,W,null,null,null,09:10 AM,12:20 PM,01/13/2025,05/06/2025,WCBA 154,Laboratory,
40966,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,PLPM 100,Independent Study,
40972,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
56003,null,null,null,W,null,F,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,PLPM 100,Lecture,
56004,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,HFSB 105,Lecture,
56574,null,null,T,null,R,null,null,08:00 AM,09:15 AM,01/13/2025,05/06/2025,KLCT 127,Lecture,
57005,null,null,null,null,null,null,null,null,null,03/21/2025,05/06/2025,null,Lecture,
40815,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
43978,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
48603,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
48862,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
40816,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
40823,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
40824,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
40827,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
40829,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
40831,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
40833,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
40834,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
40843,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
40844,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
57059,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
56801,null,M,null,W,null,null,null,03:00 PM,04:15 PM,01/13/2025,05/06/2025,KLCT 117,Lecture,
54178,null,null,T,null,R,null,null,08:00 AM,09:15 AM,01/13/2025,05/06/2025,PLPM 100,Lecture,
40849,null,M,null,W,null,null,null,04:10 PM,05:25 PM,01/13/2025,05/06/2025,HFSB 101,Lecture,
40851,null,M,null,null,null,null,null,11:30 AM,12:20 PM,01/13/2025,05/06/2025,KLCT 127,Seminar,
44482,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Practicum,
40854,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
51990,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
56989,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
40856,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
40860,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
40863,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
40867,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
56991,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,02/11/2025,AGLS 110,Lecture,
57043,null,null,null,null,null,null,null,null,null,03/21/2025,05/06/2025,null,Lecture,
57087,null,null,null,null,null,null,null,null,null,02/12/2025,03/20/2025,null,Lecture,
40871,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
40874,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
57246,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
40880,null,M,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
40882,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
40885,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
40890,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
40892,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
40896,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
40903,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
42946,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,MILS 108,Lecture,
42946,null,null,T,null,null,null,null,04:15 PM,06:15 PM,01/13/2025,05/06/2025,null,Laboratory,
11708,null,M,null,W,null,F,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,ARCC 105,Lecture,
11708,null,null,T,null,null,null,null,04:15 PM,06:15 PM,01/13/2025,05/06/2025,null,Laboratory,
11711,null,null,T,null,R,null,null,08:00 AM,09:15 AM,01/13/2025,05/06/2025,MILS 107,Lecture,
11711,null,null,T,null,null,null,null,04:15 PM,06:15 PM,01/13/2025,05/06/2025,null,Laboratory,
50791,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,null,Lecture,
50791,null,null,T,null,null,null,null,04:15 PM,06:15 PM,01/13/2025,05/06/2025,MILS 107,Laboratory,
11712,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,MILS 111,Lecture,
11712,null,null,T,null,null,null,null,04:15 PM,06:15 PM,01/13/2025,05/06/2025,HRBB 104,Lecture,
11714,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,MILS 107,Lecture,
11714,null,null,T,null,null,null,null,04:15 PM,06:15 PM,01/13/2025,05/06/2025,null,Laboratory,
19399,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,MILS 107,Lecture,
19399,null,null,T,null,null,null,null,04:15 PM,06:15 PM,01/13/2025,05/06/2025,null,Laboratory,
13739,null,null,T,null,R,null,null,09:35 AM,10:50 AM,01/13/2025,05/06/2025,MILS 111,Lecture,
13739,null,null,T,null,null,null,null,04:15 PM,06:15 PM,01/13/2025,05/06/2025,null,Laboratory,
17897,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,MILS 111,Lecture,
17897,null,null,T,null,null,null,null,04:15 PM,06:15 PM,01/13/2025,05/06/2025,null,Laboratory,
12753,null,null,T,null,null,null,null,04:15 PM,06:15 PM,01/13/2025,05/06/2025,MILS 108,Independent Study,
17563,null,null,T,null,null,null,null,04:15 PM,06:15 PM,01/13/2025,05/06/2025,null,Laboratory,
17563,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,MILS 108,Independent Study,
31334,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31334,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Laboratory,
31326,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31325,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Seminar,
44151,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31328,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31324,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31340,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31329,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31335,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Lecture,
31343,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Seminar,
48120,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Independent Study,
31348,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Independent Study,
31349,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Independent Study,
31350,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Independent Study,
56709,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Laboratory,
31352,null,null,null,null,null,null,null,null,null,01/06/2025,05/16/2025,null,Research,
42515,null,M,null,W,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,HEB 118,Lecture,
44920,null,M,null,W,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,PMEC 145,Lecture,
30283,null,null,T,null,R,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,HEB 118,Lecture,
30283,null,null,null,null,R,null,null,09:00 AM,11:00 AM,01/13/2025,05/06/2025,HEB 118,Laboratory,
44575,null,null,T,null,R,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,PMEC 147,Lecture,
44575,null,null,T,null,null,null,null,09:00 AM,11:00 AM,01/13/2025,05/06/2025,PMEC 157,Laboratory,
30285,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,HEB 118,Lecture,
31783,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,PMEC 145,Lecture,
48291,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,ZACH 248,Lecture,
48292,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,CLB 216,Lecture,
34677,null,M,null,W,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,HEB 118,Lecture,
34677,null,M,null,null,null,null,null,09:10 AM,10:50 AM,01/13/2025,05/06/2025,HEB 023XB,Laboratory,
36484,null,M,null,W,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,HEB 118,Lecture,
36484,null,null,null,W,null,null,null,09:10 AM,10:50 AM,01/13/2025,05/06/2025,HEB 023XB,Laboratory,
56417,null,M,null,W,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,HEB 118,Lecture,
56417,null,null,null,null,null,F,null,09:10 AM,10:50 AM,01/13/2025,05/06/2025,HEB 023XB,Laboratory,
38963,null,M,null,W,null,null,null,12:40 PM,01:30 PM,01/13/2025,05/06/2025,PMEC 144,Lecture,
38963,null,null,null,null,null,F,null,08:00 AM,09:50 AM,01/13/2025,05/06/2025,PMEC 144,Laboratory,
11716,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,HEB 118,Lecture,
35307,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,PMEC 144,Lecture,
50914,null,null,T,null,R,null,null,03:55 PM,05:25 PM,01/13/2025,05/06/2025,HEB 117,Lecture,
50127,null,null,T,null,R,null,null,03:55 PM,05:25 PM,01/13/2025,05/06/2025,PMEC 144,Lecture,
50128,null,M,null,W,null,F,null,11:30 AM,12:20 PM,01/13/2025,05/06/2025,HEB 118,Lecture,
50886,null,M,null,W,null,F,null,11:30 AM,12:20 PM,01/13/2025,05/06/2025,PMEC 145,Lecture,
56190,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,HEB 118,Lecture,
12648,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,HEB 118,Lecture,
39160,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,PMEC 147,Lecture,
34679,null,null,null,null,R,null,null,05:30 PM,06:00 PM,01/13/2025,05/06/2025,HEB 203,Independent Study,
34679,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
35251,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
56445,null,null,T,null,R,null,null,03:55 PM,05:10 PM,01/13/2025,05/06/2025,HEB 118,Lecture,
56446,null,null,T,null,R,null,null,03:55 PM,05:10 PM,01/13/2025,05/06/2025,PMEC 145,Lecture,
30287,null,M,null,W,null,null,null,01:50 PM,03:55 PM,01/13/2025,05/06/2025,HEB 118,Laboratory,
38967,null,M,null,W,null,null,null,01:50 PM,03:55 PM,01/13/2025,05/06/2025,PMEC 147,Laboratory,
30288,null,M,null,null,null,null,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,HEB 118,Lecture,
30288,null,null,T,null,null,null,null,09:20 AM,11:00 AM,01/13/2025,05/06/2025,HEB 118,Laboratory,
30291,null,M,null,null,null,null,null,09:10 AM,10:00 AM,01/13/2025,05/06/2025,HEB 118,Lecture,
30291,null,null,null,null,R,null,null,09:20 AM,11:00 AM,01/13/2025,05/06/2025,HEB 203,Laboratory,
38969,null,null,null,W,null,null,null,08:00 AM,08:50 AM,01/13/2025,05/06/2025,PMEC 144,Lecture,
38969,null,null,null,W,null,null,null,09:00 AM,10:50 AM,01/13/2025,05/06/2025,PMEC 172,Laboratory,
36127,null,null,T,null,R,null,null,05:30 PM,06:45 PM,01/13/2025,05/06/2025,HEB 118,Lecture,
39489,null,null,T,null,R,null,null,05:30 PM,06:45 PM,01/13/2025,05/06/2025,PMEC 144,Lecture,
51225,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,HEB 117,Lecture,
51225,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Laboratory,
43166,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,PMEC 145,Lecture,
55980,null,null,T,null,R,null,null,08:00 AM,09:15 AM,01/13/2025,05/06/2025,HEB 203,Lecture,
55981,null,null,T,null,R,null,null,08:00 AM,09:15 AM,01/13/2025,05/06/2025,null,Lecture,
35140,null,null,null,W,null,null,null,04:20 PM,06:10 PM,01/13/2025,05/06/2025,HEB 118,Seminar,
38970,null,null,null,W,null,null,null,04:20 PM,06:10 PM,01/13/2025,05/06/2025,PMEC 145,Seminar,
36786,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
40495,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
44812,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
48408,null,null,null,null,null,F,null,01:50 PM,04:10 PM,01/13/2025,05/06/2025,HEB 103,Recitation,
48408,null,null,T,null,R,null,null,09:35 AM,10:25 AM,01/13/2025,05/06/2025,HEB 103,Lecture,
43167,null,null,null,null,null,F,null,01:50 PM,04:10 PM,01/13/2025,05/06/2025,PMEC 144,Recitation,
43167,null,null,T,null,R,null,null,09:35 AM,10:25 AM,01/13/2025,05/06/2025,PMEC 144,Lecture,
51227,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,HEB 117,Lecture,
51226,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,PMEC 226,Lecture,
43489,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,HEB 203,Lecture,
43171,null,null,T,null,R,null,null,12:45 PM,02:00 PM,01/13/2025,05/06/2025,PMEC 145,Lecture,
35821,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,HEB 203,Lecture,
38972,null,null,T,null,R,null,null,02:20 PM,03:35 PM,01/13/2025,05/06/2025,PMEC 145,Lecture,
52707,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Lecture,
56437,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Practicum,
57126,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Practicum,
32858,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
36788,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
40446,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
29992,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
20169,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
29857,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
45056,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
18554,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Independent Study,
57085,null,null,T,null,R,null,null,11:10 AM,12:25 PM,01/13/2025,05/06/2025,HEB 221,Lecture,
56715,null,M,null,W,null,F,null,10:20 AM,11:10 AM,01/13/2025,05/06/2025,HEB 203,Lecture,
34703,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
39973,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
36791,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
40354,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13941,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13795,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
19708,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
14042,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
13807,null,null,null,null,null,null,null,null,null,01/13/2025,05/06/2025,null,Research,
